company_name,domain,sector,employee_band,country,hq_city,annual_revenue_band,founded_year,funding_stage,crm_platform,monthly_ad_spend_band,ad_platforms,is_hiring,open_roles
Beacon Dental BV,beacon-dental.example,Healthcare,11-50,NL,Utrecht,under £1m,2020,Bootstrapped,HubSpot,under £5k,"[""TikTok Ads""]",False,0
Marigold Market Inc,marigold-market.example,Retail,11-50,US,Boston,£1m-£10m,2024,Bootstrapped,Salesforce,under £5k,"[""Meta Ads""]",False,0
Jasper Manufacturing Ltd,jasper-manufacturing.example,Manufacturing,1-10,UK,Edinburgh,under £1m,2014,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0
Heron Accountants Ltd,heron-accountants.example,Professional services,11-50,UK,Birmingham,£1m-£10m,2012,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0
Ivywood Advisory Inc,ivywood-advisory.example,Professional services,1000+,US,San Francisco,£250m+,1968,Public,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,65
Nimbus Associates GmbH,nimbus-associates.example,Professional services,11-50,DE,Munich,£1m-£10m,2013,Series A,Salesforce,under £5k,"[""Google Ads""]",True,1
Aurora Couriers Ltd,aurora-couriers.example,Logistics,1-10,UK,London,under £1m,2002,Bootstrapped,Spreadsheet,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",False,0
Emberly Freight Ltd,emberly-freight.example,Logistics,51-200,UK,Manchester,£10m-£50m,2013,Series C+,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""TikTok Ads""]",True,7
Oldfield Couriers BV,oldfield-couriers.example,Logistics,1000+,NL,Amsterdam,£250m+,1977,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,54
Evergreen Advisory Ltd,evergreen-advisory.example,Professional services,1-10,UK,Manchester,under £1m,2020,Bootstrapped,HubSpot,none,[],False,0
Dovecote Insurance Ltd,dovecote-insurance.example,Financial services,51-200,UK,Bristol,£10m-£50m,2018,Series B,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,14
Clearwater Clinics Ltd,clearwater-clinics.example,Healthcare,201-1000,UK,Birmingham,£250m+,1966,Public,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,28
Lantern Labs Inc,lantern-labs.example,Software,1000+,US,Boston,£250m+,2021,Public,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,51
Beacon Software GmbH,beacon-software.example,Software,11-50,DE,Munich,£1m-£10m,2018,Bootstrapped,Spreadsheet,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,3
Falcon Cloud Inc,falcon-cloud.example,Software,51-200,US,San Francisco,£10m-£50m,1997,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0
Nettlefield Legal GmbH,nettlefield-legal.example,Professional services,11-50,DE,Frankfurt,£1m-£10m,1997,Series A,No CRM,under £5k,"[""Meta Ads""]",True,5
Aurora Consulting Ltd,aurora-consulting.example,Professional services,51-200,UK,Birmingham,£10m-£50m,2002,Series A,HubSpot,under £5k,"[""Google Ads""]",True,7
Nimbus Dental Inc,nimbus-dental.example,Healthcare,51-200,US,New York,£10m-£50m,1996,Series B,Salesforce,under £5k,"[""Google Ads""]",False,0
Falcon Labs SAS,falcon-labs.example,Software,201-1000,FR,Toulouse,£50m-£250m,1969,Private equity,Salesforce,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Harbour Stores SAS,harbour-stores.example,Retail,1000+,FR,Toulouse,£50m-£250m,1985,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",True,56
Meridian Capital Ltd,meridian-capital.example,Financial services,11-50,UK,Edinburgh,£1m-£10m,2008,Seed,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",True,7
Meridian College Inc,meridian-college.example,Education,11-50,US,New York,£1m-£10m,2002,Seed,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Zephyr Goods SAS,zephyr-goods.example,Retail,51-200,FR,Paris,£10m-£50m,2007,Series B,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,11
Oakridge Finance Inc,oakridge-finance.example,Financial services,11-50,US,Seattle,under £1m,2008,Series A,Pipedrive,under £5k,"[""LinkedIn Ads""]",True,3
Zephyr Clinics Ltd,zephyr-clinics.example,Healthcare,1000+,UK,Manchester,£250m+,2022,Private equity,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0
Cobalt Shipping Inc,cobalt-shipping.example,Logistics,11-50,US,Boston,£1m-£10m,2023,Bootstrapped,Pipedrive,under £5k,"[""TikTok Ads""]",True,2
Dovecote Goods Ltd,dovecote-goods.example,Retail,51-200,UK,Birmingham,£10m-£50m,2020,Series A,Salesforce,none,[],False,0
Harbour Learning Ltd,harbour-learning.example,Education,1-10,UK,Leeds,under £1m,1998,Seed,Spreadsheet,none,[],False,0
Highgate Trading Ltd,highgate-trading.example,Retail,11-50,UK,Leeds,£1m-£10m,2008,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,7
Brightwater Data Inc,brightwater-data.example,Software,51-200,US,Austin,£50m-£250m,2016,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,9
Juniper Capital Ltd,juniper-capital.example,Financial services,1-10,UK,Edinburgh,under £1m,2003,Bootstrapped,No CRM,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",False,0
Zephyr Partners Inc,zephyr-partners.example,Financial services,201-1000,US,Boston,£250m+,1992,Bootstrapped,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,23
Bluebell Capital SAS,bluebell-capital.example,Financial services,51-200,FR,Lille,£10m-£50m,2001,Bootstrapped,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Keystone Market GmbH,keystone-market.example,Retail,1000+,DE,Frankfurt,£250m+,2006,Private equity,Salesforce,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,75
Glenmoor Freight Ltd,glenmoor-freight.example,Logistics,11-50,UK,Manchester,£1m-£10m,2014,Series A,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,6
Meridian Training Ltd,meridian-training.example,Education,51-200,UK,Bristol,£10m-£50m,2008,Bootstrapped,Salesforce,none,[],False,0
Oldfield Market Ltd,oldfield-market.example,Retail,201-1000,UK,Bristol,£50m-£250m,1973,Series B,HubSpot,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,18
Jasper Engineering Ltd,jasper-engineering.example,Manufacturing,51-200,UK,Bristol,£50m-£250m,2021,Private equity,Pipedrive,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,7
Harbour Associates Inc,harbour-associates.example,Professional services,1-10,US,San Francisco,under £1m,2022,Bootstrapped,HubSpot,none,[],False,0
Ironbridge Stores Inc,ironbridge-stores.example,Retail,1-10,US,Austin,under £1m,2018,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0
Quartz Care Inc,quartz-care.example,Healthcare,11-50,US,Chicago,£1m-£10m,1998,Bootstrapped,HubSpot,none,[],True,5
Emberly Systems Ltd,emberly-systems.example,Software,1000+,UK,Leeds,£250m+,1986,Public,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,60
Ivywood Learning GmbH,ivywood-learning.example,Education,1-10,DE,Munich,under £1m,2002,Seed,Pipedrive,under £5k,"[""TikTok Ads""]",False,0
Lindenwood Associates Ltd,lindenwood-associates.example,Professional services,1-10,UK,London,under £1m,2007,Bootstrapped,HubSpot,under £5k,"[""TikTok Ads""]",False,0
Orchard Pharma Inc,orchard-pharma.example,Healthcare,201-1000,US,New York,£50m-£250m,2015,Series C+,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Northwind Wealth Inc,northwind-wealth.example,Financial services,11-50,US,New York,£1m-£10m,2003,Series A,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Heron Goods GmbH,heron-goods.example,Retail,1000+,DE,Hamburg,£250m+,1992,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",True,79
Pinecrest Pharma Inc,pinecrest-pharma.example,Healthcare,11-50,US,New York,£1m-£10m,2006,Bootstrapped,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Dunmore Academy Inc,dunmore-academy.example,Education,1000+,US,Austin,£250m+,1988,Bootstrapped,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,66
Westbrook Insurance Ltd,westbrook-insurance.example,Financial services,51-200,UK,Bristol,£10m-£50m,2017,Private equity,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0
Riverside Legal Ltd,riverside-legal.example,Professional services,51-200,UK,Birmingham,£10m-£50m,1999,Series B,HubSpot,none,[],False,0
Inkwell Medical Ltd,inkwell-medical.example,Healthcare,201-1000,UK,Birmingham,£250m+,1983,Bootstrapped,Pipedrive,none,[],False,0
Silverline Wealth BV,silverline-wealth.example,Financial services,201-1000,NL,Eindhoven,£250m+,1993,Series A,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,18
Meridian Engineering Inc,meridian-engineering.example,Manufacturing,51-200,US,Chicago,£10m-£50m,2005,Series A,Pipedrive,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,7
Kelvin Dental Inc,kelvin-dental.example,Healthcare,1000+,US,San Francisco,£250m+,1977,Public,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0
Cedar Recruitment GmbH,cedar-recruitment.example,Professional services,11-50,DE,Frankfurt,£1m-£10m,2006,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Inkwell Stores Ltd,inkwell-stores.example,Retail,1-10,UK,Manchester,under £1m,2000,Seed,Spreadsheet,under £5k,"[""LinkedIn Ads""]",True,1
Emberly Components GmbH,emberly-components.example,Manufacturing,1-10,DE,Frankfurt,under £1m,2023,Seed,HubSpot,under £5k,"[""Microsoft Ads""]",False,0
Stonebridge Clinics SAS,stonebridge-clinics.example,Healthcare,51-200,FR,Paris,£10m-£50m,2010,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,6
Marigold Advisory Ltd,marigold-advisory.example,Professional services,201-1000,UK,Edinburgh,£50m-£250m,1983,Bootstrapped,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,22
Riverside Recruitment Ltd,riverside-recruitment.example,Professional services,11-50,UK,Manchester,£1m-£10m,1997,Seed,Spreadsheet,none,[],False,0
Keystone Works Inc,keystone-works.example,Manufacturing,11-50,US,Chicago,£10m-£50m,2005,Series A,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Clearwater Shipping Ltd,clearwater-shipping.example,Logistics,201-1000,UK,Bristol,£50m-£250m,2016,Series C+,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,22
Heron Fabrication Ltd,heron-fabrication.example,Manufacturing,1-10,UK,Birmingham,under £1m,2015,Series A,HubSpot,under £5k,"[""Google Ads""]",False,0
Norfolk Insurance GmbH,norfolk-insurance.example,Financial services,201-1000,DE,Berlin,£50m-£250m,1982,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0
Ivywood Finance Ltd,ivywood-finance.example,Financial services,51-200,UK,Edinburgh,£10m-£50m,2013,Series B,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,14
Moorland Advisory Ltd,moorland-advisory.example,Professional services,1-10,UK,Leeds,under £1m,2014,Bootstrapped,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0
Alder Academy GmbH,alder-academy.example,Education,1-10,DE,Berlin,under £1m,2008,Bootstrapped,HubSpot,none,[],False,0
Juniper Accountants Ltd,juniper-accountants.example,Professional services,1-10,UK,London,under £1m,1995,Seed,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Glenmoor Consulting SAS,glenmoor-consulting.example,Professional services,11-50,FR,Lyon,£10m-£50m,2007,Seed,No CRM,under £5k,"[""Meta Ads""]",False,0
Moorland Labs Inc,moorland-labs.example,Software,1-10,US,New York,under £1m,2007,Bootstrapped,HubSpot,none,[],True,1
Bramble Medical GmbH,bramble-medical.example,Healthcare,1-10,DE,Berlin,under £1m,2022,Bootstrapped,Salesforce,under £5k,"[""Google Ads""]",True,1
Larkspur Software GmbH,larkspur-software.example,Software,1000+,DE,Munich,£250m+,1993,Series C+,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Highgate Software Inc,highgate-software.example,Software,1-10,US,Chicago,under £1m,2010,Bootstrapped,No CRM,under £5k,"[""LinkedIn Ads""]",False,0
Evergreen Freight Ltd,evergreen-freight.example,Logistics,11-50,UK,Edinburgh,£1m-£10m,2024,Bootstrapped,Pipedrive,under £5k,"[""LinkedIn Ads""]",False,0
Heron Outfitters BV,heron-outfitters.example,Retail,201-1000,NL,Amsterdam,£50m-£250m,1988,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Kestrel Training SAS,kestrel-training.example,Education,51-200,FR,Toulouse,£10m-£50m,2006,Series A,HubSpot,under £5k,"[""Meta Ads""]",False,0
Juniper Learning Ltd,juniper-learning.example,Education,11-50,UK,Leeds,£1m-£10m,2004,Series A,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,1
Westbrook Haulage Ltd,westbrook-haulage.example,Logistics,201-1000,UK,Leeds,£50m-£250m,1993,Bootstrapped,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",True,18
Larkspur Education GmbH,larkspur-education.example,Education,11-50,DE,Frankfurt,£1m-£10m,2006,Seed,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Inkwell Market BV,inkwell-market.example,Retail,201-1000,NL,Rotterdam,£50m-£250m,2023,Series B,Salesforce,none,[],True,18
Quayside Haulage Inc,quayside-haulage.example,Logistics,51-200,US,Seattle,£10m-£50m,1995,Series B,Spreadsheet,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0
Upland Clinics SAS,upland-clinics.example,Healthcare,51-200,FR,Lille,£10m-£50m,2009,Series A,Salesforce,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",True,8
Highgate Pharma GmbH,highgate-pharma.example,Healthcare,11-50,DE,Berlin,£1m-£10m,2013,Series A,Salesforce,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,4
Valley Learning Ltd,valley-learning.example,Education,1-10,UK,Bristol,under £1m,2000,Bootstrapped,Pipedrive,none,[],False,0
Marigold Data Ltd,marigold-data.example,Software,201-1000,UK,Manchester,£50m-£250m,1975,Private equity,Salesforce,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Fernhill College GmbH,fernhill-college.example,Education,201-1000,DE,Munich,£50m-£250m,2019,Bootstrapped,Salesforce,none,[],False,0
Falcon Logistics Inc,falcon-logistics.example,Logistics,201-1000,US,Chicago,£50m-£250m,2019,Series B,Salesforce,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,27
Driftwood Components SAS,driftwood-components.example,Manufacturing,1-10,FR,Toulouse,under £1m,2019,Series A,No CRM,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",True,1
Dovecote Couriers Ltd,dovecote-couriers.example,Logistics,51-200,UK,Birmingham,£10m-£50m,2017,Series B,Pipedrive,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0
Marigold Engineering Inc,marigold-engineering.example,Manufacturing,201-1000,US,Austin,£50m-£250m,1980,Bootstrapped,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,27
Dovecote Retail BV,dovecote-retail.example,Retail,11-50,NL,Amsterdam,£10m-£50m,2020,Seed,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Saltmarsh Freight GmbH,saltmarsh-freight.example,Logistics,1-10,DE,Hamburg,under £1m,2024,Seed,No CRM,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0
Lantern Finance Ltd,lantern-finance.example,Financial services,1-10,UK,Leeds,under £1m,2005,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0
Highgate Lending SAS,highgate-lending.example,Financial services,11-50,FR,Lyon,£1m-£10m,2017,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0
Thornbury Transport SAS,thornbury-transport.example,Logistics,51-200,FR,Lyon,£10m-£50m,2023,Series A,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Hawthorn Transport Ltd,hawthorn-transport.example,Logistics,1-10,UK,Manchester,under £1m,2005,Series A,Spreadsheet,none,[],False,0
Aurora Accountants BV,aurora-accountants.example,Professional services,51-200,NL,Rotterdam,£10m-£50m,2000,Series B,Salesforce,under £5k,"[""Microsoft Ads""]",False,0
Riverside Components Ltd,riverside-components.example,Manufacturing,201-1000,UK,London,£50m-£250m,2012,Series B,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,19
Ivywood Medical Ltd,ivywood-medical.example,Healthcare,11-50,UK,Edinburgh,£10m-£50m,2024,Bootstrapped,HubSpot,none,[],False,0
Juniper Engineering SAS,juniper-engineering.example,Manufacturing,51-200,FR,Toulouse,£10m-£50m,1997,Seed,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,9
Willow Couriers SAS,willow-couriers.example,Logistics,1000+,FR,Lyon,£250m+,1981,Private equity,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,78
Yarrow Consulting SAS,yarrow-consulting.example,Professional services,51-200,FR,Lyon,£10m-£50m,2019,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,7
Moorland Capital SAS,moorland-capital.example,Financial services,11-50,FR,Lyon,£1m-£10m,2003,Series A,Spreadsheet,none,[],False,0
Aurora Digital Ltd,aurora-digital.example,Software,1-10,UK,Birmingham,under £1m,1996,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",True,1
Fernhill Goods Ltd,fernhill-goods.example,Retail,11-50,UK,London,under £1m,2018,Seed,Pipedrive,none,[],False,0
Fernhill Stores Inc,fernhill-stores.example,Retail,11-50,US,Seattle,£1m-£10m,1996,Series A,Pipedrive,none,[],False,0
Hawthorn Market SAS,hawthorn-market.example,Retail,11-50,FR,Paris,£1m-£10m,2010,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Emberly Stores Ltd,emberly-stores.example,Retail,1-10,UK,London,under £1m,2003,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0
Saltmarsh Care Ltd,saltmarsh-care.example,Healthcare,201-1000,UK,London,£50m-£250m,1968,Series B,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,28
Nettlefield Engineering Ltd,nettlefield-engineering.example,Manufacturing,11-50,UK,Manchester,£1m-£10m,2006,Seed,HubSpot,under £5k,"[""Meta Ads""]",True,4
Dovecote Shipping Ltd,dovecote-shipping.example,Logistics,11-50,UK,London,£1m-£10m,2014,Series A,HubSpot,none,[],True,1
Tidewater Digital Inc,tidewater-digital.example,Software,11-50,US,Chicago,£1m-£10m,2020,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",True,5
Ashford Education BV,ashford-education.example,Education,51-200,NL,Amsterdam,£10m-£50m,2003,Series A,Pipedrive,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Evergreen Systems Inc,evergreen-systems.example,Software,201-1000,US,New York,£50m-£250m,1972,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Juniper Industries Ltd,juniper-industries.example,Manufacturing,201-1000,UK,Bristol,£50m-£250m,2012,Bootstrapped,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,12
Tamarind Clinics Inc,tamarind-clinics.example,Healthcare,1-10,US,San Francisco,under £1m,2020,Bootstrapped,HubSpot,none,[],False,0
Norfolk Clinics Inc,norfolk-clinics.example,Healthcare,51-200,US,San Francisco,£10m-£50m,2016,Series B,Spreadsheet,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",False,0
Quayside Engineering Inc,quayside-engineering.example,Manufacturing,51-200,US,San Francisco,£10m-£50m,2020,Series B,Pipedrive,under £5k,"[""Meta Ads""]",True,7
Quayside Outfitters Ltd,quayside-outfitters.example,Retail,11-50,UK,Bristol,£1m-£10m,2024,Seed,Spreadsheet,under £5k,"[""Meta Ads""]",True,8
Nettlefield Dental Ltd,nettlefield-dental.example,Healthcare,11-50,UK,London,£1m-£10m,2002,Bootstrapped,Spreadsheet,none,[],False,0
Alder Care SAS,alder-care.example,Healthcare,201-1000,FR,Lyon,£50m-£250m,2013,Bootstrapped,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,25
Alder Stores Inc,alder-stores.example,Retail,11-50,US,Boston,£1m-£10m,2005,Bootstrapped,HubSpot,none,[],False,0
Rosewood Shipping Inc,rosewood-shipping.example,Logistics,1000+,US,New York,£50m-£250m,1999,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,73
Fernhill Works GmbH,fernhill-works.example,Manufacturing,201-1000,DE,Frankfurt,£50m-£250m,1972,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
